Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,51,14,90
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,210,54,156
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,147,45,195
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,8,3,17
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,19,9,36
26-03,,135,2914,1875,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,28,9,43
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,29,6,32
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,68,22,99
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,29,6,32
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,33,11,46
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,55,17,56
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,47,17,61
26-03,,135,2914,1875,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,54,22,91
26-03,,135,2914,1875,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,396,116,516
26-03,,135,2914,1875,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,366,83,348
26-03,,135,2914,1875,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,384,109,456
26-03,,135,2914,1875,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,291,63,274
26-03,,135,2914,1875,1,67,"Councilmember, Dist V",,155,"HAYES, James T.",,C,127,41,186
26-03,,135,2914,1875,1,67,"Councilmember, Dist V",,156,"KOBAYASHI, Ann H.",,C,534,130,542
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,157,"AIONA, Sam",,C,102,30,94
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,158,"AMSTERDAM, C. Kaui Jochanan",,C,2,0,3
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,159,"BREWER, Jim",,C,11,3,25
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,160,"FUKUNAGA, Carol",,C,167,35,129
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,161,"KAPUNIAI, Ryan",,C,9,4,7
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,162,"MILLER, Steve",,C,2,4,21
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,163,"MIZUNO, May",,C,24,7,39
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,164,"NAKASATO, Kevin",,C,12,2,15
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,165,"RAHMAN, Inam Perreira",,C,11,1,12
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,166,"RUTLEDGE, Aaron A.",,C,6,2,10
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,167,"SHUBERT-KWOCK, Chu Lan",,C,21,3,11
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,168,"SMITH, Christopher Nova",,C,0,1,4
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,169,"SUAPAIA, Jason",,C,8,3,8
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,170,"VIEIRA, Bob",,C,2,3,9
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,171,"YOSHIMURA, Jon C.",,C,62,21,69
26-03,,135,2914,1875,1,68,Special Councilmember Vacancy,,172,"YOUNGQUIST, Arvid Tadao T J",,C,5,0,6
26-03,,135,2914,1875,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,346,110,468
26-03,,135,2914,1875,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,340,72,318
26-03,,135,2914,1875,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,391,97,425
26-03,,135,2914,1875,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,303,89,363
26-03,,135,2914,1875,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,353,121,493
26-03,,135,2914,1875,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,336,65,303
26-03,,135,2914,1875,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,419,118,462
26-03,,135,2914,1875,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,260,64,315
26-04,,136,315,221,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,78,9,0
26-04,,136,315,221,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,3,0,0
26-04,,136,315,221,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,3,1,0
26-04,,136,315,221,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,115,9,0
26-04,,136,315,221,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,93,8,0
26-04,,136,315,221,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,107,10,0
26-04,,136,315,221,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,109,11,0
26-04,,136,315,221,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,87,8,0
26-04,,136,315,221,1,12,"State Senator, Dist 11",,25,"(R) FENTON, Larry",REP,C,71,7,0
26-04,,136,315,221,1,12,"State Senator, Dist 11",,26,"(D) TANIGUCHI, Brian T.",DEM,C,105,9,0
26-04,,136,315,221,1,35,"State Representative, Dist 26",,73,"(R) AU, Tiffany H.Y.",REP,C,70,11,0
26-04,,136,315,221,1,35,"State Representative, Dist 26",,74,"(D) SAIKI, Scott K.",DEM,C,103,7,0
26-04,,136,315,221,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,45,5,0
26-04,,136,315,221,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,26,4,0
26-04,,136,315,221,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,7,2,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,12,3,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,2,0,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,1,0,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,14,1,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,9,2,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,5,2,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,9,1,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,4,0,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,5,0,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,3,1,0
26-04,,136,315,221,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,4,0,0
26-04,,136,315,221,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,56,9,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,19,3,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,31,3,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,42,5,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,4,1,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,5,0,0
26-04,,136,315,221,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,4,4,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,8,0,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,9,0,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,8,1,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,8,1,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,13,2,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,5,2,0
26-04,,136,315,221,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,15,4,0
26-04,,136,315,221,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,78,8,0
26-04,,136,315,221,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,123,11,0
26-04,,136,315,221,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,95,9,0
26-04,,136,315,221,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,76,9,0
26-04,,136,315,221,1,67,"Councilmember, Dist V",,155,"HAYES, James T.",,C,43,5,0
26-04,,136,315,221,1,67,"Councilmember, Dist V",,156,"KOBAYASHI, Ann H.",,C,120,11,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,157,"AIONA, Sam",,C,42,1,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,158,"AMSTERDAM, C. Kaui Jochanan",,C,0,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,159,"BREWER, Jim",,C,5,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,160,"FUKUNAGA, Carol",,C,56,4,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,161,"KAPUNIAI, Ryan",,C,1,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,162,"MILLER, Steve",,C,4,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,163,"MIZUNO, May",,C,16,2,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,164,"NAKASATO, Kevin",,C,4,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,165,"RAHMAN, Inam Perreira",,C,2,1,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,166,"RUTLEDGE, Aaron A.",,C,0,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,167,"SHUBERT-KWOCK, Chu Lan",,C,2,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,168,"SMITH, Christopher Nova",,C,2,2,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,169,"SUAPAIA, Jason",,C,1,0,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,170,"VIEIRA, Bob",,C,3,1,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,171,"YOSHIMURA, Jon C.",,C,14,4,0
26-04,,136,315,221,1,68,Special Councilmember Vacancy,,172,"YOUNGQUIST, Arvid Tadao T J",,C,1,0,0
26-04,,136,315,221,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,97,13,0
26-04,,136,315,221,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,80,5,0
26-04,,136,315,221,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,113,13,0
26-04,,136,315,221,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,70,5,0
26-04,,136,315,221,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,95,11,0
26-04,,136,315,221,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,88,7,0
26-04,,136,315,221,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,110,7,0
26-04,,136,315,221,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,62,11,0
26-05,,137,310,206,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,48,2,0
26-05,,137,310,206,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,1,0,0
26-05,,137,310,206,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,1,0,0
26-05,,137,310,206,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,147,5,0
26-05,,137,310,206,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,127,4,0
26-05,,137,310,206,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,67,3,0
26-05,,137,310,206,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,68,2,0
26-05,,137,310,206,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,124,5,0
26-05,,137,310,206,1,12,"State Senator, Dist 11",,25,"(R) FENTON, Larry",REP,C,32,2,0
26-05,,137,310,206,1,12,"State Senator, Dist 11",,26,"(D) TANIGUCHI, Brian T.",DEM,C,141,5,0
26-05,,137,310,206,1,35,"State Representative, Dist 26",,73,"(R) AU, Tiffany H.Y.",REP,C,53,4,0
26-05,,137,310,206,1,35,"State Representative, Dist 26",,74,"(D) SAIKI, Scott K.",DEM,C,128,3,0
26-05,,137,310,206,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,63,3,0
26-05,,137,310,206,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,13,1,0
26-05,,137,310,206,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,17,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,21,1,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,1,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,7,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,11,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,9,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,9,1,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,5,1,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,1,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,6,1,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,9,0,0
26-05,,137,310,206,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,6,0,0
26-05,,137,310,206,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,73,4,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,11,0,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,49,1,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,32,1,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,5,0,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,3,1,0
26-05,,137,310,206,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,16,1,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,2,0,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,14,1,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,5,0,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,12,0,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,12,0,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,12,2,0
26-05,,137,310,206,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,31,1,0
26-05,,137,310,206,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,112,3,0
26-05,,137,310,206,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,81,4,0
26-05,,137,310,206,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,101,3,0
26-05,,137,310,206,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,65,4,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,157,"AIONA, Sam",,C,29,1,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,158,"AMSTERDAM, C. Kaui Jochanan",,C,0,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,159,"BREWER, Jim",,C,6,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,160,"FUKUNAGA, Carol",,C,71,3,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,161,"KAPUNIAI, Ryan",,C,1,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,162,"MILLER, Steve",,C,2,1,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,163,"MIZUNO, May",,C,5,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,164,"NAKASATO, Kevin",,C,3,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,165,"RAHMAN, Inam Perreira",,C,7,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,166,"RUTLEDGE, Aaron A.",,C,2,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,167,"SHUBERT-KWOCK, Chu Lan",,C,3,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,168,"SMITH, Christopher Nova",,C,1,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,169,"SUAPAIA, Jason",,C,6,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,170,"VIEIRA, Bob",,C,3,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,171,"YOSHIMURA, Jon C.",,C,19,0,0
26-05,,137,310,206,1,68,Special Councilmember Vacancy,,172,"YOUNGQUIST, Arvid Tadao T J",,C,1,0,0
26-05,,137,310,206,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,113,3,0
26-05,,137,310,206,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,67,3,0
26-05,,137,310,206,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,99,5,0
26-05,,137,310,206,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,81,2,0
26-05,,137,310,206,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,117,5,0
26-05,,137,310,206,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,62,2,0
26-05,,137,310,206,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,118,3,0
26-05,,137,310,206,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,60,4,0
26-06,,138,2257,1464,1,1,President and Vice President,,1,"(R) ROMNEY, Mitt / RYAN, Paul",REP,C,204,89,137
26-06,,138,2257,1464,1,1,President and Vice President,,2,"(G) STEIN, Jill / HONKALA, Cheri",GRE,C,1,0,6
26-06,,138,2257,1464,1,1,President and Vice President,,3,"(L) JOHNSON, Gary / GRAY, James P.",LIB,C,3,2,8
26-06,,138,2257,1464,1,1,President and Vice President,,4,"(D) OBAMA, Barack / BIDEN, Joe",DEM,C,489,194,326
26-06,,138,2257,1464,1,2,US Senator,,5,"(D) HIRONO, Mazie",DEM,C,410,172,254
26-06,,138,2257,1464,1,2,US Senator,,6,"(R) LINGLE, Linda",REP,C,275,108,216
26-06,,138,2257,1464,1,3,"US Representative, Dist 1",,7,"(R) DJOU, Charles K.",REP,C,296,116,215
26-06,,138,2257,1464,1,3,"US Representative, Dist 1",,8,"(D) HANABUSA, Colleen W.",DEM,C,385,163,247
26-06,,138,2257,1464,1,13,"State Senator, Dist 12",,27,"(D) GALUTERIA, Brickwood M.",DEM,C,408,178,263
26-06,,138,2257,1464,1,13,"State Senator, Dist 12",,28,"(R) LARSON, Liz",REP,C,207,87,149
26-06,,138,2257,1464,1,35,"State Representative, Dist 26",,73,"(R) AU, Tiffany H.Y.",REP,C,230,101,176
26-06,,138,2257,1464,1,35,"State Representative, Dist 26",,74,"(D) SAIKI, Scott K.",DEM,C,418,166,235
26-06,,138,2257,1464,1,53,Hawaii Resident Trustee,,109,"LINDSEY, Robert K.",,C,180,70,120
26-06,,138,2257,1464,1,53,Hawaii Resident Trustee,,110,"MEYERS, William (Willy)",,C,71,39,80
26-06,,138,2257,1464,1,53,Hawaii Resident Trustee,,111,"MIRANDA, Edwin L.P.",,C,49,24,46
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,112,"AHUNA, Dan",,C,75,19,43
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,113,"ALALEM WORTHINGTON, Keola",,C,4,1,5
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,114,"ALBAO, Liberta Hussey",,C,9,10,16
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,115,"BURKE, Jackie Kahookele",,C,17,14,25
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,116,"KAGAWA FU, Kanani",,C,69,16,26
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,117,"PACHECO, Haunani",,C,31,10,32
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,118,"POMROY, Sharon A.",,C,18,15,19
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,119,"SAHUT, Ronson K.",,C,5,1,2
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,120,"SANTOS, D. Kaliko",,C,16,7,11
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,121,"SWAIN, Billy Kealamaikahiki",,C,20,14,10
26-06,,138,2257,1464,1,54,Kauai Resident Trustee,,122,"YADAO, Leland K. (Radar)",,C,17,16,13
26-06,,138,2257,1464,1,55,Molokai Resident Trustee,,123,"MACHADO, Colette (Piipii)",,C,255,107,175
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,124,"AKINA, Keli'i",,C,46,10,40
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,125,"APOLIONA, Haunani",,C,170,74,60
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,126,"LEE, Cal",,C,104,54,97
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,127,"LINCOLN, Lancelot Haili",,C,13,10,17
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,128,"MAKEKAU, Kealii J.",,C,17,9,15
26-06,,138,2257,1464,1,56,"""At Large"" Trustee",,129,"RITTE, Walter",,C,44,15,34
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,130,"AMORIN, Johanna Kuulei Shin",,C,33,6,19
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,131,"AU, Glenn G.",,C,37,30,47
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,132,"DUEY, Rose",,C,19,9,24
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,133,"GOMES, Doreen Pua",,C,37,17,13
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,134,"KANE, Dain Pomaika'i",,C,62,15,23
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,135,"KAPU, Ke'eaumoku",,C,30,19,33
26-06,,138,2257,1464,1,57,OHA Vacancy: Maui,,136,"LINDSEY, Carmen Hulu",,C,62,26,47
26-06,,138,2257,1464,1,64,"Mayor, City and County of Honolulu",,149,"CALDWELL, Kirk",,C,333,170,256
26-06,,138,2257,1464,1,64,"Mayor, City and County of Honolulu",,150,"CAYETANO, Benjamin J.",,C,349,110,196
26-06,,138,2257,1464,1,65,"Prosecuting Attorney, City and County of Honolulu",,151,"KANESHIRO, Keith M.",,C,339,143,231
26-06,,138,2257,1464,1,65,"Prosecuting Attorney, City and County of Honolulu",,152,"TAKATA, Kevin K.",,C,263,101,138
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,157,"AIONA, Sam",,C,139,44,83
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,158,"AMSTERDAM, C. Kaui Jochanan",,C,1,1,8
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,159,"BREWER, Jim",,C,9,12,18
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,160,"FUKUNAGA, Carol",,C,194,71,94
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,161,"KAPUNIAI, Ryan",,C,10,4,9
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,162,"MILLER, Steve",,C,13,5,13
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,163,"MIZUNO, May",,C,23,15,19
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,164,"NAKASATO, Kevin",,C,14,5,6
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,165,"RAHMAN, Inam Perreira",,C,15,3,5
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,166,"RUTLEDGE, Aaron A.",,C,9,5,11
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,167,"SHUBERT-KWOCK, Chu Lan",,C,29,7,9
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,168,"SMITH, Christopher Nova",,C,5,1,4
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,169,"SUAPAIA, Jason",,C,13,4,8
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,170,"VIEIRA, Bob",,C,9,1,7
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,171,"YOSHIMURA, Jon C.",,C,100,38,47
26-06,,138,2257,1464,1,68,Special Councilmember Vacancy,,172,"YOUNGQUIST, Arvid Tadao T J",,C,1,1,4
26-06,,138,2257,1464,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,198,YES,,C,305,146,257
26-06,,138,2257,1464,1,80,CON AMEND: Relating to Dams and Reservoirs   ,,199,NO,,C,302,111,143
26-06,,138,2257,1464,1,81,CON AMEND: Relating to Retired Judges   ,,200,YES,,C,347,164,235
26-06,,138,2257,1464,1,81,CON AMEND: Relating to Retired Judges   ,,201,NO,,C,279,94,171
26-06,,138,2257,1464,1,88,HONOLULU: Relating to Grants in Aid   ,,214,YES,,C,284,140,250
26-06,,138,2257,1464,1,88,HONOLULU: Relating to Grants in Aid   ,,215,NO,,C,330,121,151
26-06,,138,2257,1464,1,89,HONOLULU: Relating to the Creation of Funds   ,,216,YES,,C,368,152,265
26-06,,138,2257,1464,1,89,HONOLULU: Relating to the Creation of Funds   ,,217,NO,,C,245,107,132
