Ward Precinct Code,Ward Precinct,Race Code,Race,Candidate Code,Candidate,Count
303,"Ward 3, Precinct 3",100,SHERIFF,10,PETER J KOUTOUJIAN,1111
303,"Ward 3, Precinct 3",100,SHERIFF,15,ERNESTO M PETRONE,118
303,"Ward 3, Precinct 3",100,SHERIFF,19,WI - James Williamson,0
303,"Ward 3, Precinct 3",100,SHERIFF,20,Write-in,5
303,"Ward 3, Precinct 3",100,SHERIFF,999995,Blank,343
303,"Ward 3, Precinct 3",100,SHERIFF,999996,Total,1577
303,"Ward 3, Precinct 3",201,QUESTION 1,10,YES,1143
303,"Ward 3, Precinct 3",201,QUESTION 1,999995,Blank,294
303,"Ward 3, Precinct 3",201,QUESTION 1,999996,Total,1577
303,"Ward 3, Precinct 3",202,QUESTION 2,10,YES,936
303,"Ward 3, Precinct 3",202,QUESTION 2,20,NO,483
303,"Ward 3, Precinct 3",202,QUESTION 2,999995,Blank,158
303,"Ward 3, Precinct 3",202,QUESTION 2,999996,Total,1577
303,"Ward 3, Precinct 3",203,QUESTION 3,10,YES,1190
303,"Ward 3, Precinct 3",203,QUESTION 3,20,NO,232
303,"Ward 3, Precinct 3",203,QUESTION 3,999995,Blank,155
303,"Ward 3, Precinct 3",203,QUESTION 3,999996,Total,1577
303,"Ward 3, Precinct 3",204,QUESTION 4,10,YES,1057
303,"Ward 3, Precinct 3",204,QUESTION 4,20,NO,182
303,"Ward 3, Precinct 3",204,QUESTION 4,999995,Blank,338
303,"Ward 3, Precinct 3",204,QUESTION 4,999996,Total,1577
303,"Ward 3, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,1035
303,"Ward 3, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,245
303,"Ward 3, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,297
303,"Ward 3, Precinct 3",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1577
303,"Ward 3, Precinct 3",270,QUESTION 6 CORP (26TH),10,YES,1096
303,"Ward 3, Precinct 3",270,QUESTION 6 CORP (26TH),20,NO,160
303,"Ward 3, Precinct 3",270,QUESTION 6 CORP (26TH),999995,Blank,321
303,"Ward 3, Precinct 3",270,QUESTION 6 CORP (26TH),999996,Total,1577
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,18
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1690
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,108
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,22
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,60,Write-in,4
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999995,Blank,2
401,"Ward 4, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999996,Total,1844
401,"Ward 4, Precinct 1",10,SENATOR in CONGRESS,5,SCOTT P BROWN,170
401,"Ward 4, Precinct 1",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1657
401,"Ward 4, Precinct 1",10,SENATOR in CONGRESS,20,Write-in,0
401,"Ward 4, Precinct 1",10,SENATOR in CONGRESS,999995,Blank,17
401,"Ward 4, Precinct 1",10,SENATOR in CONGRESS,999996,Total,1844
401,"Ward 4, Precinct 1",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1511
401,"Ward 4, Precinct 1",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,176
401,"Ward 4, Precinct 1",27,REP in CONGRESS 7th Dist,20,Write-in,6
401,"Ward 4, Precinct 1",27,REP in CONGRESS 7th Dist,999995,Blank,151
401,"Ward 4, Precinct 1",27,REP in CONGRESS 7th Dist,999996,Total,1844
401,"Ward 4, Precinct 1",30,COUNCILLOR,10,TERRENCE W KENNEDY,1488
401,"Ward 4, Precinct 1",30,COUNCILLOR,40,Write-in,19
401,"Ward 4, Precinct 1",30,COUNCILLOR,999995,Blank,337
401,"Ward 4, Precinct 1",30,COUNCILLOR,999996,Total,1844
401,"Ward 4, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,1481
602,"Ward 6, Precinct 2",201,QUESTION 1,20,NO,142
401,"Ward 4, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",121
401,"Ward 4, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,5
401,"Ward 4, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,237
401,"Ward 4, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,999996,Total,1844
401,"Ward 4, Precinct 1",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,1539
401,"Ward 4, Precinct 1",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
401,"Ward 4, Precinct 1",65,REP/GEN CT 25th Middle,50,Write-in,23
401,"Ward 4, Precinct 1",65,REP/GEN CT 25th Middle,999995,Blank,282
401,"Ward 4, Precinct 1",65,REP/GEN CT 25th Middle,999996,Total,1844
401,"Ward 4, Precinct 1",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1489
401,"Ward 4, Precinct 1",80,CLERK of COURTS,20,Write-in,13
401,"Ward 4, Precinct 1",80,CLERK of COURTS,999995,Blank,342
401,"Ward 4, Precinct 1",80,CLERK of COURTS,999996,Total,1844
401,"Ward 4, Precinct 1",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1431
401,"Ward 4, Precinct 1",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
401,"Ward 4, Precinct 1",90,REGISTER of DEEDS,80,Write-in,14
401,"Ward 4, Precinct 1",90,REGISTER of DEEDS,999995,Blank,399
401,"Ward 4, Precinct 1",90,REGISTER of DEEDS,999996,Total,1844
401,"Ward 4, Precinct 1",100,SHERIFF,10,PETER J KOUTOUJIAN,1304
401,"Ward 4, Precinct 1",100,SHERIFF,15,ERNESTO M PETRONE,154
401,"Ward 4, Precinct 1",100,SHERIFF,19,WI - James Williamson,1
401,"Ward 4, Precinct 1",100,SHERIFF,20,Write-in,11
401,"Ward 4, Precinct 1",100,SHERIFF,999995,Blank,374
401,"Ward 4, Precinct 1",100,SHERIFF,999996,Total,1844
401,"Ward 4, Precinct 1",201,QUESTION 1,10,YES,1291
401,"Ward 4, Precinct 1",201,QUESTION 1,20,NO,207
401,"Ward 4, Precinct 1",201,QUESTION 1,999995,Blank,346
401,"Ward 4, Precinct 1",201,QUESTION 1,999996,Total,1844
401,"Ward 4, Precinct 1",202,QUESTION 2,10,YES,1117
401,"Ward 4, Precinct 1",202,QUESTION 2,20,NO,570
401,"Ward 4, Precinct 1",202,QUESTION 2,999995,Blank,157
401,"Ward 4, Precinct 1",202,QUESTION 2,999996,Total,1844
401,"Ward 4, Precinct 1",203,QUESTION 3,10,YES,1355
401,"Ward 4, Precinct 1",203,QUESTION 3,20,NO,336
401,"Ward 4, Precinct 1",203,QUESTION 3,999995,Blank,153
401,"Ward 4, Precinct 1",203,QUESTION 3,999996,Total,1844
401,"Ward 4, Precinct 1",204,QUESTION 4,10,YES,1220
401,"Ward 4, Precinct 1",204,QUESTION 4,20,NO,267
401,"Ward 4, Precinct 1",204,QUESTION 4,999995,Blank,357
401,"Ward 4, Precinct 1",204,QUESTION 4,999996,Total,1844
401,"Ward 4, Precinct 1",240,QUESTION 5 CORP (25TH),10,YES,1266
401,"Ward 4, Precinct 1",240,QUESTION 5 CORP (25TH),20,NO,225
401,"Ward 4, Precinct 1",240,QUESTION 5 CORP (25TH),999995,Blank,353
401,"Ward 4, Precinct 1",240,QUESTION 5 CORP (25TH),999996,Total,1844
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,25
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1689
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,175
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,43
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,60,Write-in,4
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999995,Blank,5
402,"Ward 4, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999996,Total,1941
402,"Ward 4, Precinct 2",10,SENATOR in CONGRESS,5,SCOTT P BROWN,253
402,"Ward 4, Precinct 2",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1671
402,"Ward 4, Precinct 2",10,SENATOR in CONGRESS,20,Write-in,1
402,"Ward 4, Precinct 2",10,SENATOR in CONGRESS,999995,Blank,16
402,"Ward 4, Precinct 2",10,SENATOR in CONGRESS,999996,Total,1941
402,"Ward 4, Precinct 2",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,1634
402,"Ward 4, Precinct 2",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,168
402,"Ward 4, Precinct 2",25,REP in CONGRESS 5th Dist,20,Write-in,3
402,"Ward 4, Precinct 2",25,REP in CONGRESS 5th Dist,999995,Blank,136
402,"Ward 4, Precinct 2",25,REP in CONGRESS 5th Dist,999996,Total,1941
402,"Ward 4, Precinct 2",30,COUNCILLOR,10,TERRENCE W KENNEDY,1519
402,"Ward 4, Precinct 2",30,COUNCILLOR,40,Write-in,10
402,"Ward 4, Precinct 2",30,COUNCILLOR,999995,Blank,412
402,"Ward 4, Precinct 2",30,COUNCILLOR,999996,Total,1941
402,"Ward 4, Precinct 2",53,SEN/GEN CT Middle&Suff,10,SAL N DiDOMENICO,1486
402,"Ward 4, Precinct 2",53,SEN/GEN CT Middle&Suff,20,Write-in,11
402,"Ward 4, Precinct 2",53,SEN/GEN CT Middle&Suff,999995,Blank,444
402,"Ward 4, Precinct 2",53,SEN/GEN CT Middle&Suff,999996,Total,1941
402,"Ward 4, Precinct 2",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,1541
402,"Ward 4, Precinct 2",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
402,"Ward 4, Precinct 2",65,REP/GEN CT 25th Middle,50,Write-in,16
402,"Ward 4, Precinct 2",65,REP/GEN CT 25th Middle,999995,Blank,384
402,"Ward 4, Precinct 2",65,REP/GEN CT 25th Middle,999996,Total,1941
402,"Ward 4, Precinct 2",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1511
402,"Ward 4, Precinct 2",80,CLERK of COURTS,20,Write-in,9
402,"Ward 4, Precinct 2",80,CLERK of COURTS,999995,Blank,421
402,"Ward 4, Precinct 2",80,CLERK of COURTS,999996,Total,1941
402,"Ward 4, Precinct 2",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1473
402,"Ward 4, Precinct 2",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,1
402,"Ward 4, Precinct 2",90,REGISTER of DEEDS,80,Write-in,8
402,"Ward 4, Precinct 2",90,REGISTER of DEEDS,999995,Blank,459
402,"Ward 4, Precinct 2",90,REGISTER of DEEDS,999996,Total,1941
402,"Ward 4, Precinct 2",100,SHERIFF,10,PETER J KOUTOUJIAN,1335
402,"Ward 4, Precinct 2",100,SHERIFF,15,ERNESTO M PETRONE,164
402,"Ward 4, Precinct 2",100,SHERIFF,19,WI - James Williamson,2
402,"Ward 4, Precinct 2",100,SHERIFF,20,Write-in,8
402,"Ward 4, Precinct 2",100,SHERIFF,999995,Blank,432
402,"Ward 4, Precinct 2",100,SHERIFF,999996,Total,1941
402,"Ward 4, Precinct 2",201,QUESTION 1,10,YES,1440
402,"Ward 4, Precinct 2",201,QUESTION 1,20,NO,164
402,"Ward 4, Precinct 2",201,QUESTION 1,999995,Blank,337
402,"Ward 4, Precinct 2",201,QUESTION 1,999996,Total,1941
402,"Ward 4, Precinct 2",202,QUESTION 2,10,YES,1266
402,"Ward 4, Precinct 2",202,QUESTION 2,20,NO,534
402,"Ward 4, Precinct 2",202,QUESTION 2,999995,Blank,141
402,"Ward 4, Precinct 2",202,QUESTION 2,999996,Total,1941
402,"Ward 4, Precinct 2",203,QUESTION 3,10,YES,1509
402,"Ward 4, Precinct 2",203,QUESTION 3,20,NO,305
402,"Ward 4, Precinct 2",203,QUESTION 3,999995,Blank,127
402,"Ward 4, Precinct 2",203,QUESTION 3,999996,Total,1941
402,"Ward 4, Precinct 2",204,QUESTION 4,10,YES,1315
402,"Ward 4, Precinct 2",204,QUESTION 4,20,NO,269
402,"Ward 4, Precinct 2",204,QUESTION 4,999995,Blank,357
402,"Ward 4, Precinct 2",204,QUESTION 4,999996,Total,1941
402,"Ward 4, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),10,YES,1316
402,"Ward 4, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),20,NO,294
402,"Ward 4, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999995,Blank,331
402,"Ward 4, Precinct 2",220,QUESTION 5 MJ (MIDD-SUFF)),999996,Total,1941
402,"Ward 4, Precinct 2",260,QUESTION 6 CORP (25TH),10,YES,1410
402,"Ward 4, Precinct 2",260,QUESTION 6 CORP (25TH),20,NO,193
402,"Ward 4, Precinct 2",260,QUESTION 6 CORP (25TH),999995,Blank,338
402,"Ward 4, Precinct 2",260,QUESTION 6 CORP (25TH),999996,Total,1941
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,10
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,586
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,76
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,14
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,60,Write-in,0
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999995,Blank,4
403,"Ward 4, Precinct 3",5,PRESIDENT/VICE PRESIDENT,999996,Total,690
403,"Ward 4, Precinct 3",10,SENATOR in CONGRESS,5,SCOTT P BROWN,107
403,"Ward 4, Precinct 3",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,570
403,"Ward 4, Precinct 3",10,SENATOR in CONGRESS,20,Write-in,1
403,"Ward 4, Precinct 3",10,SENATOR in CONGRESS,999995,Blank,12
403,"Ward 4, Precinct 3",10,SENATOR in CONGRESS,999996,Total,690
403,"Ward 4, Precinct 3",25,REP in CONGRESS 5th Dist,10,EDWARD J MARKEY,574
403,"Ward 4, Precinct 3",25,REP in CONGRESS 5th Dist,15,TOM TIERNEY,72
403,"Ward 4, Precinct 3",25,REP in CONGRESS 5th Dist,20,Write-in,0
403,"Ward 4, Precinct 3",25,REP in CONGRESS 5th Dist,999995,Blank,44
403,"Ward 4, Precinct 3",25,REP in CONGRESS 5th Dist,999996,Total,690
403,"Ward 4, Precinct 3",30,COUNCILLOR,10,TERRENCE W KENNEDY,551
403,"Ward 4, Precinct 3",30,COUNCILLOR,40,Write-in,4
403,"Ward 4, Precinct 3",30,COUNCILLOR,999995,Blank,135
403,"Ward 4, Precinct 3",30,COUNCILLOR,999996,Total,690
403,"Ward 4, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,532
403,"Ward 4, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",65
403,"Ward 4, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,1
403,"Ward 4, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,92
403,"Ward 4, Precinct 3",41,SEN/GEN CT 1st Suff&Midd,999996,Total,690
403,"Ward 4, Precinct 3",65,REP/GEN CT 25th Middle,10,MARJORIE C DECKER,560
403,"Ward 4, Precinct 3",65,REP/GEN CT 25th Middle,40,WI - Alice Wolf,0
403,"Ward 4, Precinct 3",65,REP/GEN CT 25th Middle,50,Write-in,5
403,"Ward 4, Precinct 3",65,REP/GEN CT 25th Middle,999995,Blank,125
403,"Ward 4, Precinct 3",65,REP/GEN CT 25th Middle,999996,Total,690
403,"Ward 4, Precinct 3",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,561
403,"Ward 4, Precinct 3",80,CLERK of COURTS,20,Write-in,4
403,"Ward 4, Precinct 3",80,CLERK of COURTS,999995,Blank,125
403,"Ward 4, Precinct 3",80,CLERK of COURTS,999996,Total,690
403,"Ward 4, Precinct 3",90,REGISTER of DEEDS,40,MARIA C CURTATONE,536
403,"Ward 4, Precinct 3",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
403,"Ward 4, Precinct 3",90,REGISTER of DEEDS,80,Write-in,4
403,"Ward 4, Precinct 3",90,REGISTER of DEEDS,999995,Blank,150
403,"Ward 4, Precinct 3",90,REGISTER of DEEDS,999996,Total,690
403,"Ward 4, Precinct 3",100,SHERIFF,10,PETER J KOUTOUJIAN,468
403,"Ward 4, Precinct 3",100,SHERIFF,15,ERNESTO M PETRONE,71
403,"Ward 4, Precinct 3",100,SHERIFF,19,WI - James Williamson,0
403,"Ward 4, Precinct 3",100,SHERIFF,20,Write-in,2
403,"Ward 4, Precinct 3",100,SHERIFF,999995,Blank,149
403,"Ward 4, Precinct 3",100,SHERIFF,999996,Total,690
403,"Ward 4, Precinct 3",201,QUESTION 1,10,YES,500
403,"Ward 4, Precinct 3",201,QUESTION 1,20,NO,57
403,"Ward 4, Precinct 3",201,QUESTION 1,999995,Blank,133
403,"Ward 4, Precinct 3",201,QUESTION 1,999996,Total,690
403,"Ward 4, Precinct 3",202,QUESTION 2,10,YES,402
403,"Ward 4, Precinct 3",202,QUESTION 2,20,NO,224
403,"Ward 4, Precinct 3",202,QUESTION 2,999995,Blank,64
403,"Ward 4, Precinct 3",202,QUESTION 2,999996,Total,690
403,"Ward 4, Precinct 3",203,QUESTION 3,10,YES,498
403,"Ward 4, Precinct 3",203,QUESTION 3,20,NO,128
403,"Ward 4, Precinct 3",203,QUESTION 3,999995,Blank,64
403,"Ward 4, Precinct 3",203,QUESTION 3,999996,Total,690
403,"Ward 4, Precinct 3",204,QUESTION 4,10,YES,458
403,"Ward 4, Precinct 3",204,QUESTION 4,20,NO,113
403,"Ward 4, Precinct 3",204,QUESTION 4,999995,Blank,119
403,"Ward 4, Precinct 3",204,QUESTION 4,999996,Total,690
403,"Ward 4, Precinct 3",240,QUESTION 5 CORP (25TH),10,YES,490
403,"Ward 4, Precinct 3",240,QUESTION 5 CORP (25TH),20,NO,82
403,"Ward 4, Precinct 3",240,QUESTION 5 CORP (25TH),999995,Blank,118
403,"Ward 4, Precinct 3",240,QUESTION 5 CORP (25TH),999996,Total,690
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,21
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1444
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,113
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,44
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,60,Write-in,2
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999995,Blank,4
501,"Ward 5, Precinct 1",5,PRESIDENT/VICE PRESIDENT,999996,Total,1628
501,"Ward 5, Precinct 1",10,SENATOR in CONGRESS,5,SCOTT P BROWN,188
501,"Ward 5, Precinct 1",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1426
501,"Ward 5, Precinct 1",10,SENATOR in CONGRESS,20,Write-in,0
501,"Ward 5, Precinct 1",10,SENATOR in CONGRESS,999995,Blank,14
501,"Ward 5, Precinct 1",10,SENATOR in CONGRESS,999996,Total,1628
501,"Ward 5, Precinct 1",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1360
501,"Ward 5, Precinct 1",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,150
501,"Ward 5, Precinct 1",27,REP in CONGRESS 7th Dist,20,Write-in,5
501,"Ward 5, Precinct 1",27,REP in CONGRESS 7th Dist,999995,Blank,113
501,"Ward 5, Precinct 1",27,REP in CONGRESS 7th Dist,999996,Total,1628
501,"Ward 5, Precinct 1",30,COUNCILLOR,10,TERRENCE W KENNEDY,1320
501,"Ward 5, Precinct 1",30,COUNCILLOR,40,Write-in,16
501,"Ward 5, Precinct 1",30,COUNCILLOR,999995,Blank,292
501,"Ward 5, Precinct 1",30,COUNCILLOR,999996,Total,1628
501,"Ward 5, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,1308
501,"Ward 5, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",113
501,"Ward 5, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,6
501,"Ward 5, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,201
501,"Ward 5, Precinct 1",41,SEN/GEN CT 1st Suff&Midd,999996,Total,1628
501,"Ward 5, Precinct 1",78,REP/GEN CT 8th Suffolk,10,MARTHA MARTY WALZ,1328
501,"Ward 5, Precinct 1",78,REP/GEN CT 8th Suffolk,20,Write-in,21
501,"Ward 5, Precinct 1",78,REP/GEN CT 8th Suffolk,999995,Blank,279
501,"Ward 5, Precinct 1",78,REP/GEN CT 8th Suffolk,999996,Total,1628
501,"Ward 5, Precinct 1",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1313
501,"Ward 5, Precinct 1",80,CLERK of COURTS,20,Write-in,13
501,"Ward 5, Precinct 1",80,CLERK of COURTS,999995,Blank,302
501,"Ward 5, Precinct 1",80,CLERK of COURTS,999996,Total,1628
501,"Ward 5, Precinct 1",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1282
501,"Ward 5, Precinct 1",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
501,"Ward 5, Precinct 1",90,REGISTER of DEEDS,80,Write-in,14
501,"Ward 5, Precinct 1",90,REGISTER of DEEDS,999995,Blank,332
501,"Ward 5, Precinct 1",90,REGISTER of DEEDS,999996,Total,1628
501,"Ward 5, Precinct 1",100,SHERIFF,10,PETER J KOUTOUJIAN,1189
501,"Ward 5, Precinct 1",100,SHERIFF,15,ERNESTO M PETRONE,138
501,"Ward 5, Precinct 1",100,SHERIFF,19,WI - James Williamson,1
501,"Ward 5, Precinct 1",100,SHERIFF,20,Write-in,9
501,"Ward 5, Precinct 1",100,SHERIFF,999995,Blank,291
501,"Ward 5, Precinct 1",100,SHERIFF,999996,Total,1628
501,"Ward 5, Precinct 1",201,QUESTION 1,10,YES,1225
501,"Ward 5, Precinct 1",201,QUESTION 1,20,NO,148
501,"Ward 5, Precinct 1",201,QUESTION 1,999995,Blank,255
501,"Ward 5, Precinct 1",201,QUESTION 1,999996,Total,1628
501,"Ward 5, Precinct 1",202,QUESTION 2,10,YES,1057
501,"Ward 5, Precinct 1",202,QUESTION 2,20,NO,457
501,"Ward 5, Precinct 1",202,QUESTION 2,999995,Blank,114
501,"Ward 5, Precinct 1",202,QUESTION 2,999996,Total,1628
501,"Ward 5, Precinct 1",203,QUESTION 3,10,YES,1252
501,"Ward 5, Precinct 1",203,QUESTION 3,20,NO,262
501,"Ward 5, Precinct 1",203,QUESTION 3,999995,Blank,114
501,"Ward 5, Precinct 1",203,QUESTION 3,999996,Total,1628
501,"Ward 5, Precinct 1",204,QUESTION 4,10,YES,1147
501,"Ward 5, Precinct 1",204,QUESTION 4,20,NO,217
501,"Ward 5, Precinct 1",204,QUESTION 4,999995,Blank,264
501,"Ward 5, Precinct 1",204,QUESTION 4,999996,Total,1628
501,"Ward 5, Precinct 1",230,QUESTION 5 CORP (8TH),10,YES,1197
501,"Ward 5, Precinct 1",230,QUESTION 5 CORP (8TH),20,NO,174
501,"Ward 5, Precinct 1",230,QUESTION 5 CORP (8TH),999995,Blank,257
501,"Ward 5, Precinct 1",230,QUESTION 5 CORP (8TH),999996,Total,1628
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,10,JOHNSON & GRAY,20
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,20,OBAMA & BIDEN,1570
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,30,ROMNEY & RYAN,182
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,40,STEIN & HONKALA,41
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,60,Write-in,5
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999995,Blank,5
502,"Ward 5, Precinct 2",5,PRESIDENT/VICE PRESIDENT,999996,Total,1823
502,"Ward 5, Precinct 2",10,SENATOR in CONGRESS,5,SCOTT P BROWN,254
502,"Ward 5, Precinct 2",10,SENATOR in CONGRESS,10,ELIZABETH A WARREN,1556
502,"Ward 5, Precinct 2",10,SENATOR in CONGRESS,20,Write-in,3
502,"Ward 5, Precinct 2",10,SENATOR in CONGRESS,999995,Blank,10
502,"Ward 5, Precinct 2",10,SENATOR in CONGRESS,999996,Total,1823
502,"Ward 5, Precinct 2",27,REP in CONGRESS 7th Dist,10,MICHAEL E CAPUANO,1520
502,"Ward 5, Precinct 2",27,REP in CONGRESS 7th Dist,15,KARLA ROMERO,173
502,"Ward 5, Precinct 2",27,REP in CONGRESS 7th Dist,20,Write-in,4
502,"Ward 5, Precinct 2",27,REP in CONGRESS 7th Dist,999995,Blank,126
502,"Ward 5, Precinct 2",27,REP in CONGRESS 7th Dist,999996,Total,1823
502,"Ward 5, Precinct 2",30,COUNCILLOR,10,TERRENCE W KENNEDY,1449
502,"Ward 5, Precinct 2",30,COUNCILLOR,40,Write-in,12
502,"Ward 5, Precinct 2",30,COUNCILLOR,999995,Blank,362
502,"Ward 5, Precinct 2",30,COUNCILLOR,999996,Total,1823
502,"Ward 5, Precinct 2",41,SEN/GEN CT 1st Suff&Midd,10,ANTHONY PETRUCCELLI,1435
502,"Ward 5, Precinct 2",41,SEN/GEN CT 1st Suff&Midd,15,"THOMAS J DOOLEY, III",161
502,"Ward 5, Precinct 2",41,SEN/GEN CT 1st Suff&Midd,20,Write-in,4
502,"Ward 5, Precinct 2",41,SEN/GEN CT 1st Suff&Midd,999995,Blank,223
502,"Ward 5, Precinct 2",41,SEN/GEN CT 1st Suff&Midd,999996,Total,1823
502,"Ward 5, Precinct 2",78,REP/GEN CT 8th Suffolk,10,MARTHA MARTY WALZ,1484
502,"Ward 5, Precinct 2",78,REP/GEN CT 8th Suffolk,20,Write-in,11
502,"Ward 5, Precinct 2",78,REP/GEN CT 8th Suffolk,999995,Blank,328
502,"Ward 5, Precinct 2",78,REP/GEN CT 8th Suffolk,999996,Total,1823
502,"Ward 5, Precinct 2",80,CLERK of COURTS,10,MICHAEL A SULLIVAN,1455
502,"Ward 5, Precinct 2",80,CLERK of COURTS,20,Write-in,8
502,"Ward 5, Precinct 2",80,CLERK of COURTS,999995,Blank,360
502,"Ward 5, Precinct 2",80,CLERK of COURTS,999996,Total,1823
502,"Ward 5, Precinct 2",90,REGISTER of DEEDS,40,MARIA C CURTATONE,1412
502,"Ward 5, Precinct 2",90,REGISTER of DEEDS,70,WI - MaryAnn Heuston,0
502,"Ward 5, Precinct 2",90,REGISTER of DEEDS,80,Write-in,8
502,"Ward 5, Precinct 2",90,REGISTER of DEEDS,999995,Blank,403
502,"Ward 5, Precinct 2",90,REGISTER of DEEDS,999996,Total,1823
